goal	rule	score
love(_EX1, _EX1)	love(X, Y) :- height(X, tall), height(Y, tall)	1
house(X, Y)	house(luna_lovegood, ravenclaw)	1
friend(Y, george_weasley)	friend(fred_weasley, george_weasley)	1
enemy(_EX6, voldemort)	enemy(harry_potter, voldemort)	1
sibling(george_weasley, X)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
friend(_EX6, X)	friend(draco_malfoy, goyle)	1
parent(X, _EX1)	parent(arthur_weasley, ron_weasley)	1
parent(X, _EX1)	parent(molly_weasley, george_weasley)	1
friend(fred_weasley, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(_EX3, X)	friend(hermione_granger, fred_weasley)	1
male(_EX3)	male(peter_pettigrew)	1
parent(molly_weasley, _EX2)	parent(molly_weasley, george_weasley)	1
enemy(_EX1, voldemort)	enemy(dumbledore, voldemort)	1
friend(_EX2, crabbe)	friend(draco_malfoy, crabbe)	1
enemy(_EX1, X)	enemy(harry_potter, bellatrix_lestrange)	1
friend(Y, X)	friend(draco_malfoy, crabbe)	1
taught_by(_EX5, _EX3)	taught_by(harry_potter, mcgonagall)	1
friend(_EX6, X)	friend(ron_weasley, fred_weasley)	1
friend(Y, X)	friend(ron_weasley, remus_lupin)	1
taught_by(_EX6, _EX0)	taught_by(ron_weasley, slughorn)	1
parent(molly_weasley, _EX5)	parent(molly_weasley, george_weasley)	1
female(_EX3)	female(lily_potter)	1
friend(_EX3, X)	friend(george_weasley, bill_weasley)	1
parent(_EX4, X)	parent(xenophilius_lovegood, luna_lovegood)	1
male(_EX2)	male(remus_lupin)	1
at(X, _EX6)	at(ministry_of_magic, tonks)	1
friend(X, _EX5)	friend(sirius_black, remus_lupin)	1
friend(_EX3, X)	friend(fred_weasley, george_weasley)	1
friend(Z, X)	friend(sirius_black, remus_lupin)	1
parent(X, _EX3)	parent(molly_weasley, fred_weasley)	1
male(_EX0)	male(cedric_diggory)	1
parent(X, dudley_dursley)	parent(vernon_dursley, dudley_dursley)	1
friend(_EX2, george_weasley)	friend(ron_weasley, george_weasley)	1
friend(_EX3, george_weasley)	friend(hermione_granger, george_weasley)	1
taught_by(_EX6, _EX0)	taught_by(ron_weasley, remus_lupin)	1
teacher(_EX0, X)	teacher(dumbledore, headmaster)	1
male(X)	male(bill_weasley)	1
at(X, remus_lupin)	at(hogwarts, remus_lupin)	1
friend(_EX4, neville_longbottom)	friend(hermione_granger, neville_longbottom)	1
house(Z, X)	house(bellatrix_lestrange, slytherin)	1
friend(fred_weasley, Z)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
at(X, _EX6)	at(ollivanders, wands)	1
friend(luna_lovegood, _EX4)	friend(luna_lovegood, neville_longbottom)	1
friend(_EX0, remus_lupin)	friend(hermione_granger, remus_lupin)	1
brothers(_EX6, _EX3)	brothers(X, Y) :- sibling(X, Y), male(X), male(Y)	1
friend(_EX3, neville_longbottom)	friend(hermione_granger, neville_longbottom)	1
taught_by(_EX2, _EX0)	taught_by(harry_potter, severus_snape)	1
male(dudley_dursley)	male(dudley_dursley)	1
friend(_EX3, _EX6)	friend(hermione_granger, fred_weasley)	1
friend(Y, X)	friend(fred_weasley, bill_weasley)	1
male(Y)	male(draco_malfoy)	1
friend(_EX3, _EX4)	friend(fred_weasley, george_weasley)	1
male(X)	male(james_potter)	1
house(X, Y)	house(neville_longbottom, gryffindor)	1
enemy(_EX4, umbridge)	enemy(hermione_granger, umbridge)	1
friend(Z, remus_lupin)	friend(sirius_black, remus_lupin)	1
taught_by(_EX2, _EX3)	taught_by(harry_potter, slughorn)	1
taught_by(_EX1, _EX2)	taught_by(hermione_granger, dumbledore)	1
taught_by(X, _EX5)	taught_by(harry_potter, slughorn)	1
female(_EX5)	female(tonks)	1
teacher(_EX3, X)	teacher(mcgonagall, transfiguration)	1
male(_EX5)	male(lucius_malfoy)	1
parent(X, _EX2)	parent(arthur_weasley, ginny_weasley)	1
taught_by(_EX0, X)	taught_by(hermione_granger, severus_snape)	1
at(X, _EX6)	at(beauxbatons, madame_maxime)	1
taught_by(_EX2, _EX0)	taught_by(hermione_granger, severus_snape)	1
enemy(_EX4, draco_malfoy)	enemy(ron_weasley, draco_malfoy)	1
enemy(_EX4, snape)	enemy(ron_weasley, snape)	1
friend(_EX6, X)	friend(draco_malfoy, crabbe)	1
enemy(_EX1, X)	enemy(harry_potter, peter_pettigrew)	1
teacher(_EX6, X)	teacher(slughorn, potions)	1
height(_EX1, tall)	height(madame_maxime, tall)	1
ally(_EX1, Y)	ally(ron_weasley, dumbledore)	1
friend(_EX3, X)	friend(luna_lovegood, neville_longbottom)	1
teacher(_EX4, X)	teacher(severus_snape, potions)	1
friend(ron_weasley, _EX2)	friend(ron_weasley, george_weasley)	1
friend(_EX2, X)	friend(hermione_granger, neville_longbottom)	1
friend(X, _EX6)	friend(hermione_granger, george_weasley)	1
friend(_EX3, _EX6)	friend(ron_weasley, george_weasley)	1
friend(george_weasley, X)	friend(george_weasley, bill_weasley)	1
mutual_friend(_EX0, _EX1, remus_lupin)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
enemy(Y, X)	enemy(ron_weasley, draco_malfoy)	1
teacher(_EX5, X)	teacher(remus_lupin, defense_dark_arts)	1
house(george_weasley, X)	house(george_weasley, gryffindor)	1
female(_EX5)	female(fleur_delacour)	1
taught_by(voldemort, _EX1)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
house(_EX1, X)	house(lucius_malfoy, slytherin)	1
parent(petunia_dursley, X)	parent(petunia_dursley, dudley_dursley)	1
taught_by(_EX0, X)	taught_by(ginny_weasley, dumbledore)	1
friend(_EX1, remus_lupin)	friend(ron_weasley, remus_lupin)	1
male(_EX3)	male(lucius_malfoy)	1
taught_by(_EX1, _EX2)	taught_by(ron_weasley, dumbledore)	1
taught_by(_EX5, _EX3)	taught_by(hermione_granger, severus_snape)	1
male(_EX0)	male(peter_pettigrew)	1
male(Y)	male(lucius_malfoy)	1
friend(_EX3, Z)	friend(sirius_black, remus_lupin)	1
enemy(_EX6, snape)	enemy(ron_weasley, snape)	1
friend(_EX6, X)	friend(fred_weasley, luna_lovegood)	1
teacher(Z, X)	teacher(dumbledore, headmaster)	1
house(_EX2, X)	house(luna_lovegood, ravenclaw)	1
friend(X, _EX6)	friend(fred_weasley, bill_weasley)	1
male(ron_weasley)	male(ron_weasley)	1
house(_EX0, X)	house(harry_potter, gryffindor)	1
friend(george_weasley, _EX2)	friend(george_weasley, luna_lovegood)	1
teacher(_EX2, X)	teacher(slughorn, potions)	1
height(_EX1, tall)	height(hagrid, tall)	1
house(_EX1, X)	house(luna_lovegood, ravenclaw)	1
parent(molly_weasley, _EX2)	parent(molly_weasley, fred_weasley)	1
at(X, _EX6)	at(hogwarts, dumbledore)	1
enemy(_EX1, umbridge)	enemy(hermione_granger, umbridge)	1
friend(X, _EX6)	friend(george_weasley, luna_lovegood)	1
house(_EX6, X)	house(bellatrix_lestrange, slytherin)	1
friend(_EX6, george_weasley)	friend(hermione_granger, george_weasley)	1
house(_EX6, X)	house(draco_malfoy, slytherin)	1
parent(petunia_dursley, dudley_dursley)	parent(petunia_dursley, dudley_dursley)	1
male(_EX3)	male(victor_krum)	1
mutual_friend(ron_weasley, ron_weasley, _EX4)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
house(_EX0, X)	house(severus_snape, slytherin)	1
male(_EX6)	male(crabbe)	1
teacher(_EX5, X)	teacher(quirrell, defense_dark_arts)	1
taught_by(X, _EX5)	taught_by(hermione_granger, flitwick)	1
friend(X, _EX4)	friend(george_weasley, bill_weasley)	1
taught_by(_EX6, _EX0)	taught_by(hermione_granger, slughorn)	1
male(X)	male(harry_potter)	1
teacher(_EX4, X)	teacher(remus_lupin, defense_dark_arts)	1
teacher(_EX3, X)	teacher(severus_snape, potions)	1
parent(arthur_weasley, X)	parent(arthur_weasley, ginny_weasley)	1
taught_by(_EX5, _EX3)	taught_by(harry_potter, remus_lupin)	1
female(bellatrix_lestrange)	female(bellatrix_lestrange)	1
house(peter_pettigrew, X)	house(peter_pettigrew, gryffindor)	1
ally(_EX4, _EX1)	ally(mcgonagall, dumbledore)	1
male(_EX5)	male(neville_longbottom)	1
friend(george_weasley, _EX5)	friend(george_weasley, bill_weasley)	1
friend(fred_weasley, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
friend(_EX2, fred_weasley)	friend(ron_weasley, fred_weasley)	1
teacher(_EX5, X)	teacher(hagrid, magical_creatures)	1
ally(_EX6, Y)	ally(bellatrix_lestrange, voldemort)	1
house(_EX6, X)	house(arthur_weasley, gryffindor)	1
friend(X, fred_weasley)	friend(hermione_granger, fred_weasley)	1
teacher(_EX5, X)	teacher(slughorn, potions)	1
taught_by(_EX2, _EX3)	taught_by(hermione_granger, mcgonagall)	1
male(_EX6)	male(charlie_weasley)	1
house(Z, gryffindor)	house(molly_weasley, gryffindor)	1
friend(hermione_granger, X)	friend(hermione_granger, neville_longbottom)	1
house(_EX0, X)	house(molly_weasley, gryffindor)	1
male(_EX6)	male(draco_malfoy)	1
mutual_friend(_EX3, _EX2, neville_longbottom)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
parent(molly_weasley, X)	parent(molly_weasley, ron_weasley)	1
teacher(_EX1, X)	teacher(severus_snape, potions)	1
friend(george_weasley, X)	friend(george_weasley, luna_lovegood)	1
enemy(_EX1, draco_malfoy)	enemy(harry_potter, draco_malfoy)	1
teacher(X, Y)	teacher(slughorn, potions)	1
house(Z, X)	house(crabbe, slytherin)	1
friend(X, _EX4)	friend(luna_lovegood, neville_longbottom)	1
taught_by(_EX0, X)	taught_by(ginny_weasley, severus_snape)	1
teacher(_EX0, X)	teacher(mcgonagall, transfiguration)	1
parent(X, _EX4)	parent(arthur_weasley, ron_weasley)	1
friend(_EX2, bill_weasley)	friend(george_weasley, bill_weasley)	1
male(_EX3)	male(neville_longbottom)	1
taught_by(_EX2, _EX0)	taught_by(harry_potter, slughorn)	1
taught_by(_EX2, _EX0)	taught_by(ginny_weasley, severus_snape)	1
friend(fred_weasley, _EX4)	friend(fred_weasley, luna_lovegood)	1
male(_EX5)	male(cedric_diggory)	1
taught_by(charlie_weasley, dumbledore)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
friend(X, Y)	friend(hermione_granger, remus_lupin)	1
sibling(_EX5, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
house(cho_chang, X)	house(cho_chang, ravenclaw)	1
friend(_EX2, neville_longbottom)	friend(hermione_granger, neville_longbottom)	1
friend(Y, X)	friend(hermione_granger, neville_longbottom)	1
parent(X, Z)	parent(arthur_weasley, ron_weasley)	1
teacher(_EX4, X)	teacher(slughorn, potions)	1
friend(_EX0, george_weasley)	friend(ron_weasley, george_weasley)	1
friend(X, george_weasley)	friend(hermione_granger, george_weasley)	1
friend(_EX2, X)	friend(ron_weasley, george_weasley)	1
friend(fred_weasley, _EX2)	friend(fred_weasley, bill_weasley)	1
friend(Z, X)	friend(hermione_granger, fred_weasley)	1
sibling(ron_weasley, _EX3)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
wizard(neville_longbottom)	wizard(X) :- house(X, Y), male(X)	1
friend(X, Z)	friend(ron_weasley, fred_weasley)	1
ally(_EX6, Y)	ally(hermione_granger, dumbledore)	1
house(_EX6, X)	house(goyle, slytherin)	1
ally(dumbledore, dumbledore)	ally(X, Y) :- enemy(X, Z), enemy(Y, Z)	1
parent(X, _EX3)	parent(molly_weasley, ron_weasley)	1
taught_by(_EX2, X)	taught_by(ron_weasley, dumbledore)	1
house(_EX0, X)	house(luna_lovegood, ravenclaw)	1
enemy(_EX4, severus_snape)	enemy(harry_potter, severus_snape)	1
friend(_EX6, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
taught_by(_EX5, _EX3)	taught_by(harry_potter, dumbledore)	1
friend(Y, fred_weasley)	friend(ron_weasley, fred_weasley)	1
friend(Y, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
teacher(_EX1, X)	teacher(remus_lupin, defense_dark_arts)	1
son(dudley_dursley, petunia_dursley)	son(X, Y) :- male(X), parent(Y, X)	1
parent(_EX4, X)	parent(petunia_dursley, dudley_dursley)	1
parent(X, _EX3)	parent(arthur_weasley, george_weasley)	1
friend(_EX2, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
enemy(_EX6, voldemort)	enemy(hermione_granger, voldemort)	1
at(X, harry_potter)	at(hogwarts, harry_potter)	1
ally(_EX1, Y)	ally(harry_potter, dumbledore)	1
taught_by(_EX1, _EX2)	taught_by(harry_potter, slughorn)	1
taught_by(_EX1, _EX2)	taught_by(ginny_weasley, severus_snape)	1
parent(X, _EX1)	parent(arthur_weasley, ginny_weasley)	1
male(X)	male(vernon_dursley)	1
friend(_EX3, _EX4)	friend(george_weasley, bill_weasley)	1
friend(_EX3, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
house(fred_weasley, X)	house(fred_weasley, gryffindor)	1
taught_by(X, _EX5)	taught_by(ron_weasley, remus_lupin)	1
teacher(_EX3, X)	teacher(slughorn, potions)	1
friend(Y, X)	friend(fred_weasley, luna_lovegood)	1
male(_EX0)	male(sirius_black)	1
taught_by(_EX0, X)	taught_by(hermione_granger, flitwick)	1
male(_EX2)	male(lucius_malfoy)	1
taught_by(_EX5, _EX3)	taught_by(harry_potter, flitwick)	1
taught_by(_EX2, _EX0)	taught_by(hermione_granger, flitwick)	1
friend(X, Z)	friend(draco_malfoy, crabbe)	1
friend(_EX2, dumbledore)	friend(hermione_granger, dumbledore)	1
parent(draco_malfoy, lucius_malfoy)	parent(draco_malfoy, lucius_malfoy)	1
friend(_EX3, X)	friend(hermione_granger, dumbledore)	1
friend(_EX0, X)	friend(ron_weasley, fred_weasley)	1
friend(_EX2, bill_weasley)	friend(fred_weasley, bill_weasley)	1
friend(X, _EX4)	friend(ron_weasley, fred_weasley)	1
friend(hermione_granger, remus_lupin)	friend(hermione_granger, remus_lupin)	1
friend(Z, X)	friend(luna_lovegood, neville_longbottom)	1
house(draco_malfoy, X)	house(draco_malfoy, slytherin)	1
at(X, _EX6)	at(grimmauld_place, kreacher)	1
male(_EX5)	male(victor_krum)	1
friend(_EX6, _EX4)	friend(fred_weasley, bill_weasley)	1
male(_EX0)	male(vernon_dursley)	1
male(_EX5)	male(bill_weasley)	1
taught_by(_EX0, X)	taught_by(ginny_weasley, remus_lupin)	1
taught_by(_EX2, _EX0)	taught_by(ginny_weasley, remus_lupin)	1
friend(_EX4, X)	friend(ron_weasley, remus_lupin)	1
male(neville_longbottom)	male(neville_longbottom)	1
friend(_EX6, X)	friend(ron_weasley, dumbledore)	1
taught_by(_EX0, X)	taught_by(ron_weasley, severus_snape)	1
at(X, _EX6)	at(durmstrang, victor_krum)	1
male(_EX5)	male(james_potter)	1
teacher(_EX1, X)	teacher(slughorn, potions)	1
enemy(_EX4, voldemort)	enemy(harry_potter, voldemort)	1
friend(_EX3, _EX4)	friend(ron_weasley, remus_lupin)	1
sibling(fred_weasley, _EX5)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	1
taught_by(_EX5, _EX3)	taught_by(hermione_granger, flitwick)	1
parent(_EX4, X)	parent(draco_malfoy, lucius_malfoy)	1
taught_by(_EX2, _EX4)	taught_by(hermione_granger, slughorn)	1
ally(_EX4, _EX1)	ally(severus_snape, dumbledore)	1
parent(X, _EX2)	parent(molly_weasley, fred_weasley)	1
male(X)	male(voldemort)	1
male(voldemort)	male(voldemort)	1
ally(_EX4, _EX1)	ally(hermione_granger, dumbledore)	1
taught_by(X, _EX5)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
mother(X, ginny_weasley)	mother(X, Y) :- female(X), parent(X, Y)	1
friend(_EX3, _EX6)	friend(draco_malfoy, crabbe)	1
parent(molly_weasley, _EX5)	parent(molly_weasley, ron_weasley)	1
male(_EX0)	male(charlie_weasley)	1
parent(molly_weasley, _EX6)	parent(molly_weasley, fred_weasley)	1
parent(_EX5, X)	parent(draco_malfoy, lucius_malfoy)	1
friend(draco_malfoy, X)	friend(draco_malfoy, crabbe)	1
male(_EX3)	male(charlie_weasley)	1
house(Z, gryffindor)	house(george_weasley, gryffindor)	1
friend(X, neville_longbottom)	friend(hermione_granger, neville_longbottom)	1
friend(_EX0, X)	friend(draco_malfoy, crabbe)	1
casts_spells(_EX2)	casts_spells(X) :- wizard(X)	1
female(_EX5)	female(madame_maxime)	1
enemy(_EX6, bellatrix_lestrange)	enemy(harry_potter, bellatrix_lestrange)	1
friend(X, _EX5)	friend(hermione_granger, george_weasley)	1
house(Z, X)	house(voldemort, slytherin)	1
female(ginny_weasley)	female(ginny_weasley)	1
at(X, _EX6)	at(hogwarts, trelawney)	1
friend(Z, X)	friend(hermione_granger, george_weasley)	1
ally(_EX6, Y)	ally(ron_weasley, dumbledore)	1
parent(X, _EX1)	parent(arthur_weasley, george_weasley)	1
male(Y)	male(victor_krum)	1
taught_by(_EX0, X)	taught_by(harry_potter, trelawney)	1
friend(X, Y)	friend(hermione_granger, neville_longbottom)	1
parent(Y, X)	parent(molly_weasley, ron_weasley)	1
male(_EX6)	male(peter_pettigrew)	1
taught_by(_EX6, _EX0)	taught_by(ginny_weasley, dumbledore)	1
friend(_EX3, _EX4)	friend(fred_weasley, bill_weasley)	1
friend(luna_lovegood, Y)	friend(luna_lovegood, neville_longbottom)	1
taught_by(Z, slughorn)	taught_by(harry_potter, slughorn)	1
male(_EX0)	male(goyle)	1
friend(_EX4, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	1
female(_EX5)	female(petunia_dursley)	1
male(_EX2)	male(neville_longbottom)	1
teacher(_EX5, X)	teacher(dumbledore, headmaster)	1
friend(X, _EX5)	friend(draco_malfoy, goyle)	1
friend(Z, X)	friend(draco_malfoy, goyle)	1
friend(luna_lovegood, Z)	friend(luna_lovegood, neville_longbottom)	1
parent(X, _EX5)	parent(arthur_weasley, ron_weasley)	1
enemy(Y, X)	enemy(hermione_granger, bellatrix_lestrange)	1
mutual_friend(_EX2, _EX3, _EX6)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
house(_EX6, X)	house(harry_potter, gryffindor)	1
friend(ron_weasley, remus_lupin)	friend(ron_weasley, remus_lupin)	1
parent(X, _EX5)	parent(molly_weasley, george_weasley)	1
female(_EX5)	female(lily_potter)	1
taught_by(_EX2, _EX4)	taught_by(ron_weasley, dumbledore)	1
teacher(X, Y)	teacher(quirrell, defense_dark_arts)	1
friend(fred_weasley, bill_weasley)	friend(fred_weasley, bill_weasley)	1
friend(Y, X)	friend(george_weasley, bill_weasley)	1
friend(_EX3, _EX6)	friend(fred_weasley, luna_lovegood)	1
at(X, _EX6)	at(azkaban, bellatrix_lestrange)	1
friend(_EX2, remus_lupin)	friend(sirius_black, remus_lupin)	1
friend(Y, X)	friend(fred_weasley, george_weasley)	1
parent(_EX4, X)	parent(james_potter, harry_potter)	1
parent(X, _EX5)	parent(vernon_dursley, dudley_dursley)	1
house(_EX6, X)	house(severus_snape, slytherin)	1
house(Z, gryffindor)	house(peter_pettigrew, gryffindor)	1
enemy(Y, X)	enemy(ron_weasley, umbridge)	1
friend(_EX2, X)	friend(draco_malfoy, goyle)	1
mutual_friend(Y, _EX4, luna_lovegood)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
taught_by(_EX5, quirrell)	taught_by(X, Y) :- teacher(Y, Z), wizard(X)	1
taught_by(_EX2, _EX4)	taught_by(hermione_granger, severus_snape)	1
house(Z, gryffindor)	house(ron_weasley, gryffindor)	1
parent(_EX5, X)	parent(james_potter, harry_potter)	1
taught_by(_EX2, X)	taught_by(harry_potter, severus_snape)	1
mutual_friend(ron_weasley, _EX2, neville_longbottom)	mutual_friend(X, Y, Z) :- friend(X, Z), friend(Y, Z)	1
parent(molly_weasley, X)	parent(molly_weasley, fred_weasley)	1
house(_EX0, X)	house(ron_weasley, gryffindor)	1
friend(george_weasley, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(bellatrix_lestrange)	0
friend(goyle, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X2, Y2)	house(vernon_dursley, Y2)	0
friend(X, sirius_black)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(Z, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X1, Y1)	house(james_potter, Y1)	0
male(X2)	male(bellatrix_lestrange)	0
friend(neville_longbottom, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
sibling(sirius_black, sirius_black)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
at(Y0, X0)	at(Y0, bill_weasley)	0
parent(Z2, X2)	parent(molly_weasley, victor_krum)	0
friend(_EX2, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(dumbledore, crabbe)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, Y2)	parent(lily_potter, fred_weasley)	0
sibling(dumbledore, fred_weasley)	sibling(X, Y) :- parent(Z, X), parent(Z, Y)	0
friend(Y, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
male(X0)	male(slughorn)	0
at(Y0, X0)	at(Y0, draco_malfoy)	0
friend(luna_lovegood, bill_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, X2)	parent(petunia_dursley, sirius_black)	0
parent(Z2, X2)	parent(arthur_weasley, neville_longbottom)	0
friend(bill_weasley, _EX6)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX3, draco_malfoy)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX4, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(draco_malfoy, goyle)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
parent(Z2, Y2)	parent(james_potter, fred_weasley)	0
friend(bill_weasley, george_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(_EX4, X)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X1, Y1)	house(dudley_dursley, Y1)	0
female(X0)	female(george_weasley)	0
friend(bill_weasley, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(remus_lupin, _EX5)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
wizard(severus_snape)	wizard(X) :- house(X, Y), male(X)	0
female(X0)	female(crabbe)	0
friend(remus_lupin, neville_longbottom)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
friend(Y, fred_weasley)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X1, Y1)	house(sirius_black, Y1)	0
parent(Z2, X2)	parent(arthur_weasley, harry_potter)	0
male(X2)	male(severus_snape)	0
friend(_EX4, luna_lovegood)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
house(X2, Y2)	house(dudley_dursley, Y2)	0
male(_EX1)	male(ginny_weasley)	0
friend(george_weasley, hermione_granger)	friend(X, Z) :- friend(X, Y), friend(Y, Z)	0
